Open,High,Low,Close,Volume,Pct_change,MA,EMA,OBV,MACD,Signal,PSAR,gold_close,EPU,GPRD
14.1864,15.9,14.1864,15.7437,38210300.0,0.020347123362523867,13.083328333333332,12.935347915085234,245703879.0,0.7482733695258297,0.8050783695262029,12.213375388373798,1273.4000244140625,71.81,44.436885833740234
15.7723,17.644199,15.7196,17.602699,38023400.0,0.10936751317680882,13.257898333333333,13.116531920563606,283914179.0,0.8406901911148008,0.8122007338439226,12.418673357303895,1273.4000244140625,64.97,16.358360290527344
17.612801,19.2735,17.298599,18.8932,64412200.0,0.11807891410532467,13.503331633333335,13.405962054720792,321937579.0,1.0518122343413179,0.8601230339434016,12.766806021573505,1284.4000244140625,60.21,93.311767578125
18.9053,18.9053,17.709499,18.3543,19393400.0,0.0733126777887867,13.801026633333333,13.75997740602913,386349779.0,1.3081807270761523,0.9497345725699518,13.352093178984685,1285.5999755859375,83.69,108.35501861572266
18.362801,20.8297,18.362801,20.5886,38531000.0,-0.028523489932886004,14.040459966666669,14.056385315317574,366956379.0,1.4511420165171067,1.0500160613593827,14.181090133926828,1285.800048828125,79.47,129.708984375
20.6509,21.522699,13.5676,15.3768,199408000.0,0.1217316923009868,14.320119966666669,14.477818520780957,405487379.0,1.7248462516458645,1.184982099416679,14.894027515177072,1296.0999755859375,109.07,78.98127746582031
15.3786,15.3786,9.96364,11.3307,133937000.0,-0.2531400872327405,14.380726633333333,14.535817325891863,206079379.0,1.5038743988077616,1.2487605592948956,21.522699,1292.5,71.03,99.28677368164062
11.1673,13.1821,10.6356,12.2342,69783600.0,-0.26313017012642415,14.2660933,14.329035562931098,72142379.0,0.9908443215265361,1.1971773117412239,21.522699,1292.5,91.09,70.89918518066406
12.2369,12.4483,10.5247,11.8395,58143600.0,0.07973911585338933,14.219379966666667,14.193884881451673,141925979.0,0.649680080676271,1.0876778655282333,21.522699,1292.5,54.65,103.74932098388672
11.8198,13.4204,11.2918,13.3067,69245600.0,-0.032262019584443635,14.146863300000001,14.041989082648339,83782379.0,0.34349635829299885,0.9388415640811865,21.06033664,1290.0,94.78,90.8284683227539
13.1997,15.7856,13.0951,13.0951,96994096.0,0.12392415220237352,14.114216633333333,13.994551077316189,153027979.0,0.21673593353923337,0.7944204379727958,20.616468774399998,1270.5,137.6,116.31917572021484
13.2156,13.7911,12.564,13.6762,30806400.0,-0.01590176377313679,14.1020033,13.936521975553855,56033883.0,0.09807251319324273,0.6551508530168852,20.190355623423997,1268.0,146.78,104.51173400878906
13.6821,14.5673,13.2194,14.3321,33332900.0,0.04437537704943062,14.133466633333335,13.91972700938909,86840283.0,0.050340517045322386,0.5341887858225727,19.781286998487037,1261.199951171875,125.3,106.85701751708984
14.3028,14.5819,14.017,14.283,15383100.0,0.047959228440648705,14.193669966666668,13.946331718460764,120173183.0,0.0646924799830444,0.4402895246546671,19.388581118547556,1320.0,312.85,67.60342407226562
14.2611,14.3739,13.6565,13.8502,14747600.0,-0.003425876180043419,14.255423299999999,13.968052252753619,104790083.0,0.07128285003416046,0.3664881897305658,19.011583473805654,1320.0,586.55,54.495826721191406
13.8082,14.1211,13.7493,13.8839,10994700.0,-0.03030175733389351,14.340569966666667,13.960448881608224,90042483.0,0.04110854907666983,0.3014122615997866,18.64966573485343,1320.0,322.73,38.25135803222656
13.9276,13.9815,11.718,12.1756,43436600.0,0.0024331778602475485,14.406936633333334,13.955510244085115,101037183.0,0.019687560587730246,0.24506732139737536,18.30222470545929,1322.5,254.28,109.86957550048828
12.1742,13.038,11.6854,12.6112,26982800.0,-0.12304179661334358,14.401109966666665,13.840677325111882,57600583.0,-0.13359426869092772,0.16933500337971474,17.96868131724092,1315.300048828125,238.67,96.44184112548828
12.6029,12.7419,12.2536,12.4615,15801300.0,0.03577647097473635,14.397306633333333,13.761356207362729,84583383.0,-0.2174157102204628,0.09198486065967923,17.648479664551285,1323.9000244140625,146.63,151.0141143798828
12.4381,12.4913,11.7335,12.1995,17236500.0,-0.0118704009134738,14.343446633333334,13.677494516565135,68782083.0,-0.29255198822542283,0.015077490882658813,17.341086077969234,1318.4000244140625,96.08,134.22850036621094
12.216,12.2209,11.9502,12.1284,8987070.0,-0.0210247562492476,14.283379966666669,13.58214003162545,51545583.0,-0.36898580161135364,-0.06173516761614367,17.045988234850466,1336.699951171875,108.22,112.06250762939453
12.1208,12.1452,11.5891,11.7202,10588700.0,-0.0058281077093325084,14.229726633333335,13.488350352165744,42558513.0,-0.430336671909604,-0.13545546847483575,16.762694305456446,1336.699951171875,114.48,88.87377166748047
11.6961,11.8802,11.3895,11.471,12943500.0,-0.03365654167078913,14.1588433,13.374276135896988,31969813.0,-0.5060624344292055,-0.2095768616657097,16.490732133238186,1336.699951171875,148.63,102.71527862548828
11.4574,11.5178,9.57626,10.6114,45526900.0,-0.021262435794611068,14.083196633333333,13.25148412712944,19026313.0,-0.5795038445579053,-0.2835622582441488,16.22964844790866,1336.699951171875,84.51,42.83492660522461
10.5758,11.1056,10.2808,10.5289,18137300.0,-0.07493679714061552,13.971076633333332,13.081156118927543,-26500587.0,-0.699011458253521,-0.3666520982460233,15.979008109992312,1356.4000244140625,89.02,98.27861785888672
10.5359,10.5658,9.80321,10.1094,15407200.0,-0.007774657443881061,13.857569966666665,12.916494433835444,-44637887.0,-0.791258033562011,-0.4515732853092208,15.594843223392774,1364.9000244140625,185.04,107.6462173461914
10.1153,11.5248,9.96126,11.3946,20039800.0,-0.0398427186125806,13.710816633333334,12.735391567136384,-60045087.0,-0.8879781933215174,-0.5388542669116801,15.233728229989207,1360.0999755859375,117.71,141.4793243408203
11.4177,11.4567,10.7295,10.9655,17254800.0,0.1271292064810967,13.610046633333333,12.64888888538565,-40005287.0,-0.8511136097334209,-0.6013061354760283,14.894280136189854,1356.5999755859375,105.65,131.0286407470703
10.9604,11.0137,10.7822,10.9476,5479240.0,-0.037658188966703476,13.495609966666667,12.540283150844642,-57260087.0,-0.8467620002586056,-0.6503973084325438,14.575198928018462,1356.5999755859375,124.74,109.11988067626953
10.9411,11.0093,10.2602,10.459,13098000.0,-0.0016323925037619036,13.396909966666666,12.437529399177247,-62739327.0,-0.8351308304392067,-0.6873440128338765,14.275262592337354,1356.5999755859375,209.0,121.48780822753906
10.447,10.762,10.4258,10.5161,11127700.0,-0.04463078665643616,13.272489966666665,12.309882341165812,-75837327.0,-0.8554775682680056,-0.7209707239207023,13.993322436797113,1355.0,93.07,90.2462387084961
10.5066,10.5895,10.4039,10.5005,6715660.0,0.005459412945788333,13.098236633333332,12.194154448187373,-64709627.0,-0.8571147267576009,-0.7481995244880821,13.728298690589286,1334.0999755859375,113.92,114.82037353515625
10.5969,11.6819,10.5969,11.5132,23621900.0,-0.001483439678207632,12.861496666666666,12.08488641927206,-71425287.0,-0.8498741560385348,-0.7685344507981727,13.47917636915393,1342.4000244140625,58.42,57.69348907470703
11.4991,12.4313,11.49,11.9516,26838900.0,0.09644302652254644,12.615496666666667,12.048003424480315,-47803387.0,-0.7537309834690298,-0.7655737573323442,13.245001387004693,1331.300048828125,53.11,109.42415618896484
11.9194,11.9359,11.5924,11.6528,10445700.0,0.03807803217176797,12.402073333333332,12.041783848707393,-20964487.0,-0.6348435293650674,-0.7394277117388889,13.024876903784412,1326.5,34.4,91.61395263671875
11.6235,11.6703,11.0074,11.1587,17921600.0,-0.025000836708055862,12.104213333333332,12.016688116532723,-31410187.0,-0.5582993014560955,-0.7032020296823303,12.817959889557347,1326.5,88.55,237.53746032714844
11.173,11.6101,10.9483,11.0344,15931900.0,-0.04240182617053412,11.96361,11.961334044498354,-49331787.0,-0.53138175193817,-0.6688379741334983,12.623457896183906,1326.5,172.45,188.21408081054688
11.0466,12.0139,11.0103,11.6191,21730000.0,-0.011139290419134862,11.953733333333334,11.901531848079106,-65263687.0,-0.5141525407553136,-0.6379008874578614,12.440626022412872,1328.4000244140625,112.79,158.04234313964844
11.5902,12.9914,11.5669,12.4506,60226100.0,0.05298883491626194,11.933230000000002,11.883310438525617,-43533687.0,-0.44815184776868655,-0.5999510795200265,12.268764061068099,1331.5,39.89,190.2488250732422
12.4601,12.7103,11.9937,12.6507,24636900.0,0.07156320196917143,11.953599999999998,11.919909765072351,16692413.0,-0.3250042752262434,-0.5449617186612699,9.57626,1318.800048828125,45.87,104.29373168945312
12.6575,14.8134,12.5399,14.6619,74779504.0,0.016071514625801253,11.931733333333334,11.967057522164458,41329313.0,-0.20885498875878916,-0.47774037268077374,9.6445628,1330.5,37.63,146.57379150390625
14.6655,14.8989,14.0497,14.2997,32489700.0,0.15897934501648114,11.98396,12.140918327186107,116108817.0,0.04496288512607016,-0.37319972111940497,9.711499543999999,1323.0999755859375,59.24,150.14471435546875
14.2958,14.4374,12.3161,12.7495,77750800.0,-0.024703483177487162,12.004743333333332,12.280194564141842,83619117.0,0.21441719788342795,-0.2556763373188384,9.915575562239999,1323.0999755859375,40.99,77.7395248413086
12.7434,13.857,12.6838,13.8361,36673800.0,-0.10840786869654606,11.951989999999999,12.310472334197208,5868317.0,0.22107436944108905,-0.16032619596685288,10.2145750285056,1323.0999755859375,76.34,104.01782989501953
13.8161,13.8511,11.7272,11.9895,94428800.0,0.08522687164202525,11.937093333333333,12.408899925539323,42542117.0,0.3104510779897858,-0.06617074117552516,10.495634526795264,1319.300048828125,78.34,100.5713119506836
12.0505,13.3119,11.8357,12.9728,58278800.0,-0.13346246413367935,11.87507,12.38184186582711,-51886683.0,0.2296305382146624,-0.007010485297487649,10.759830455187549,1320.699951171875,56.4,81.79179382324219
12.9791,12.9882,12.4927,12.8436,24603900.0,0.08201342841653103,11.8447,12.41996819706407,6392117.0,0.24213261630293204,0.04281813502259629,11.008174627876295,1326.5999755859375,122.84,99.42936706542969
12.8364,12.8706,12.5542,12.7946,14082300.0,-0.009959299457325987,11.866966666666665,12.447299281124453,-18211783.0,0.23886179296692944,0.08202686661146293,11.241618150203717,1332.300048828125,76.37,90.89362335205078
12.7974,12.8013,12.461,12.461,9047810.0,-0.003815129714410226,11.873079999999998,12.469705779116424,-32294083.0,0.22966827846758875,0.11155514898268809,11.461055061191495,1349.0,78.16,107.76387023925781
12.4397,12.5098,11.5472,11.8759,25441400.0,-0.02607349975771034,11.873063333333333,12.469144115947623,-41341893.0,0.19323611436163546,0.12789134205847758,11.667325757520004,1349.0,91.53,66.51741790771484
11.8948,12.0137,10.9416,10.9416,23999500.0,-0.046954498033865755,11.862276666666666,12.43087030201552,-66783293.0,0.1158156312089762,0.1254761998885773,14.8989,1349.0,117.46,49.318626403808594
10.9485,11.1372,8.20098,8.78728,88803296.0,-0.07867193223250457,11.822716666666667,12.334788347046779,-90782793.0,-0.020692332870273944,0.09624249333680707,14.831866,1351.4000244140625,74.99,98.58832550048828
8.8768,10.418,8.8768,10.2939,53979400.0,-0.19689259340498633,11.724952666666667,12.105916840785698,-179586089.0,-0.29926179381133444,0.017141635907178772,14.676255359999999,1364.4000244140625,55.54,126.30240631103516
10.311,11.2912,10.1564,11.0428,38151400.0,0.17145464808222788,11.685716000000001,11.989012528476943,-125606689.0,-0.393917618835685,-0.06507021504139399,14.2877388384,1356.0999755859375,38.55,118.50753784179688
11.019,11.1764,10.7632,10.9254,15487900.0,0.07275182389570523,11.700096,11.927966558897786,-87455289.0,-0.4038477652925323,-0.13282572509162166,13.922533308096,1358.800048828125,42.64,154.44447326660156
10.9167,10.9376,10.2858,10.8811,16712600.0,-0.010631361611185608,11.713312666666667,11.86328484542051,-102943189.0,-0.4163907829975546,-0.18953873667280827,13.57924010961024,1336.4000244140625,89.43,93.311767578125
10.8592,11.0896,10.78,10.9116,16551000.0,-0.004054771450015537,11.739035999999999,11.799918081199833,-119655789.0,-0.4250066426468173,-0.23663231786761008,13.256544503033625,1336.4000244140625,76.61,45.007713317871094
10.9135,11.3288,10.859,11.2454,14956700.0,0.002803025429414241,11.722936,11.742607237251457,-103104789.0,-0.42448053105980676,-0.27420196050604945,12.953210632851608,1336.4000244140625,60.56,72.89268493652344
11.2746,12.4546,11.2,12.2443,36656600.0,0.030591297334946255,11.732266000000001,11.71052935097717,-88148089.0,-0.3926030301747172,-0.297882174439783,12.66807679488051,1333.4000244140625,108.83,116.02689361572266
12.2298,12.4578,11.9825,12.1432,28096300.0,0.08882743166094587,11.775489333333333,11.74496616704316,-51491489.0,-0.28346934110321165,-0.29499960777246875,8.20098,1339.0,61.67,114.03922271728516
12.1382,12.2724,11.6338,11.6909,17505000.0,-0.008256903212106925,11.831629333333334,11.770658672395214,-79587789.0,-0.20280027597763706,-0.2765597414135024,8.286052399999999,1344.300048828125,81.76,116.2304458618164
11.6889,12.0416,11.6351,11.7785,13690100.0,-0.03724718360893353,11.870789333333335,11.765512951595523,-97092789.0,-0.1733678144008728,-0.2559213560109765,8.452922304,1342.5,43.24,97.57951354980469
