Date,Open,High,Low,Close,Volume,Pct_change,MA,EMA,OBV,MACD,Signal,PSAR,gold_close,EPU,GPRD
2016-04-25,450.282,460.146,448.928,458.664,55660019.097222224,0.010043305584849671,425.99399999999997,428.57867989374415,2065683756.712838,6.975525431808592,4.500319832407436,430.8349134551202,1228.699951171875,57.8,86.98208618164062
2016-04-26,458.555,466.62,453.592,462.298,67819551.7361111,0.018922749507937375,427.3754,430.51966828769616,2121343775.8100603,8.203198188004876,5.240895503526923,433.5947455714034,1238.9000244140625,59.83,80.2722396850586
2016-04-27,461.426,467.965,461.426,466.176,86860455.94405594,0.007923011180297701,428.8542666666666,432.5698832368771,2189163327.546171,9.361458060375185,6.065008014896575,437.84294627997883,1242.199951171875,49.42,80.30467224121094
2016-04-28,466.089,467.079,444.134,444.134,77010612.19512194,0.008388528611415147,430.1661666666667,434.7380198022399,2276023783.490227,10.471599463965902,6.946326304710441,443.02281594958265,1249.199951171875,42.37,74.1619644165039
2016-04-29,444.687,449.551,436.65,449.056,92573256.25,-0.04728257138934644,430.8338666666667,435.34421207306315,2199013171.2951055,9.463697720751043,7.449800587918562,467.965,1265.5,20.3,105.86102294921875
2016-04-30,449.011,455.384,446.017,455.225,49408494.79166666,0.011082240945300192,431.92023333333333,436.2288435522204,2291586427.5451055,8.958820882383236,7.751604646811497,467.965,1289.199951171875,54.91,77.53734588623047
2016-05-01,455.097,455.587,447.697,448.223,51610247.38675958,0.013737707546497724,433.26550000000003,437.4544020327223,2340994922.336772,8.953281241127797,7.991939965674757,467.079,1289.199951171875,45.03,71.83882141113281
2016-05-02,448.318,452.479,447.927,451.683,56931218.75,-0.015381404799824305,434.3136333333333,438.14915028867574,2289384674.950012,8.28834526873527,8.05122102628686,465.86184000000003,1289.199951171875,61.59,77.36357116699219
2016-05-03,451.875,452.445,441.776,444.599,62697534.722222224,0.007719371830539723,435.44233333333335,439.02230188295476,2346315893.700012,7.948941355678585,8.030765092165206,464.6933664,1294.699951171875,72.72,99.31861114501953
2016-05-04,444.669,451.097,442.617,450.318,72760103.47222222,-0.01568356568655449,436.23466666666667,439.38208885824804,2283618358.97779,7.027334969600815,7.830079067652328,463.571631744,1290.699951171875,45.4,71.12875366210938
2016-05-05,450.304,450.378,445.63,446.723,53766989.54703832,0.012863276795494372,437.21656666666667,440.08763151255465,2356378462.450012,6.681411619031621,7.600345577928187,462.49476647424,1273.300048828125,44.1,104.36856842041016
2016-05-06,446.722,448.506,445.883,447.985,48683267.36111111,-0.007983247394063642,438.0578,440.5157198020673,2302611472.902974,6.047466981189302,7.28976985858041,461.4609758152704,1271.4000244140625,34.04,103.82675170898438
2016-05-07,447.976,461.375,447.068,459.735,54223327.777777776,0.002825016844890449,438.8575,440.9976088470952,2351294740.2640853,5.582542071413229,6.948324301146974,460.46853678265956,1292.9000244140625,31.3,79.36795043945312
2016-05-08,459.603,460.675,457.324,458.424,61750342.85714286,0.026228556759712918,440.07346666666666,442.20647279244395,2405518068.041863,6.091987887726475,6.777057018462875,436.65,1292.9000244140625,46.71,54.57969665527344
2016-05-09,458.536,459.417,455.983,458.6,37175556.94444445,-0.0028516427942184563,441.26596666666666,443.2527648703508,2343767725.18472,6.317120787826809,6.6850697723356625,437.1445,1292.9000244140625,57.56,22.33191680908203
2016-05-10,458.548,462.481,456.531,460.451,42556855.55555555,0.000383924052842044,442.54429999999996,444.24290907226367,2380943282.1291647,6.435556868670972,6.635167191602725,437.62910999999997,1265.5999755859375,59.73,100.38084411621094
2016-05-11,460.483,461.929,448.954,450.647,56435998.26388889,0.0040361971216746895,443.9146,445.2885923579241,2423500137.68472,6.602667110145148,6.62866717531121,438.1040278,1263.9000244140625,62.97,72.8036880493164
2016-05-12,450.895,454.576,450.864,452.667,53579415.33101045,-0.02129216789625832,444.88576666666665,445.6342960767677,2367064139.420831,5.876264397794273,6.478186619807823,439.07910668799997,1274.5999755859375,54.4,113.59468841552734
2016-05-13,452.728,454.949,449.25,454.733,52739841.66666666,0.004482444130328167,445.89546666666666,446.0880189105247,2420643554.7518415,5.401319088712626,6.262813113588784,440.01518242047996,1270.300048828125,50.82,101.35812377929688
2016-05-14,454.766,457.055,453.453,455.677,60983088.54166666,0.004564061440308187,446.8754333333334,446.64575962597473,2473383396.418508,5.1324665634924145,6.036743803569511,440.91381512366075,1271.9000244140625,59.77,88.21751403808594
2016-05-15,455.67,456.836,454.786,455.665,49905003.1358885,0.002075943465726038,447.93919999999997,447.2284202952667,2534366484.9601746,4.938642316513665,5.8171235061583415,441.7765025187143,1271.9000244140625,31.04,45.949867248535156
2016-05-16,455.671,458.692,455.459,457.657,29540801.736111112,-2.63344430374568e-05,448.9895333333334,447.7727157600882,2484461481.824286,4.729547623678286,5.59960832966233,442.60468241796576,1271.9000244140625,99.03,72.96404266357422
2016-05-17,457.568,458.2,452.945,454.302,35892517.01388889,0.004371632668736858,449.91973333333334,448.41041151750187,2514002283.560397,4.670734999676995,5.4138336636652635,443.39973512124715,1273.4000244140625,82.79,66.86859893798828
2016-05-18,454.163,455.072,453.605,453.813,65207640.625,-0.0073308176210566955,450.7158,448.7905140002437,2478109766.5465083,4.303793656089965,5.191825662150205,444.16298571639726,1276.199951171875,51.62,88.40447235107422
2016-05-19,453.783,455.998,453.299,454.689,75890511.2033195,-0.0010763765072573372,451.60063333333335,449.11454535506675,2412902125.9215083,3.9282493708739707,4.939110403894958,444.89570628774135,1273.699951171875,32.08,92.40077209472656
2016-05-20,454.619,454.633,439.628,439.628,81419229.16666667,0.0019303105023436018,452.4729,449.4741875902238,2488792637.124828,3.6591334850680255,4.683115020129572,445.5991180362317,1254.199951171875,58.53,73.92061614990234
2016-05-21,438.715,444.054,437.389,442.446,99423136.45833331,-0.03312373952305869,452.60873333333336,448.8389496811771,2407373407.9581614,2.205140885247772,4.187520193153212,462.481,1252.4000244140625,25.94,115.90248107910156
2016-05-22,442.676,443.778,441.706,443.23,60424859.93031359,0.006409964788412159,452.6446666666667,448.4265013146496,2506796544.416495,1.2656408040752467,3.603144315337619,462.02394,1252.4000244140625,54.62,83.91305541992188
2016-05-23,443.188,443.427,439.035,439.442,35061346.527777776,0.0017719676525496109,452.4421333333333,448.09124316531745,2567221404.3468084,0.5776832954178417,2.9980521113536636,461.0385424,1252.4000244140625,113.01,104.1688003540039
2016-05-24,439.323,444.345,438.823,444.28,44070797.91666666,-0.008546352909324706,452.23453333333333,447.53322747723246,2532160057.819031,-0.2700746762700419,2.3444267538289223,460.092560704,1251.0999755859375,141.68,121.707763671875
2016-05-25,444.155,447.1,443.93,446.036,54126966.66666666,0.011009416487272494,452.039,447.3233418335401,2576230855.7356973,-0.5452574213102253,1.7664899188010927,459.18441827584,1228.9000244140625,66.06,86.67697143554688
2016-05-26,445.981,450.298,445.981,449.538,65579425.78397212,0.003952462411092261,451.61806666666666,447.2402875216988,2630357822.402364,-0.614562906212825,1.2902793537983093,458.3126015448064,1223.5,51.51,75.74468994140625
2016-05-27,449.599,453.644,447.896,453.376,62401027.43055555,0.007851384193204192,451.19273333333336,447.3885270364279,2695937248.186336,-0.3824966860514678,0.9557241458283539,457.4756574830141,1220.0999755859375,23.07,68.9161148071289
2016-05-28,453.384,478.149,453.384,473.73,133270755.90277778,0.008537654213881751,450.7660666666667,447.7748156147229,2758338275.6168914,0.10984575636615546,0.7865484679359142,456.67219118369354,1213.800048828125,19.22,81.85124206542969
2016-05-29,473.464,533.473,472.699,530.623,148418362.36933798,0.04489430406549988,451.7526,449.4493436395795,2891609031.519669,2.1180132453672513,1.0528414234221817,437.389,1213.800048828125,41.02,62.501277923583984
2016-05-30,530.04,553.96,512.179,525.58,154379312.5,0.12009583518037714,454.4715,454.6863537273486,3040027393.889007,8.205699873554806,2.483413113448707,438.2042,1213.800048828125,54.25,44.966983795166016
2016-05-31,526.233,544.349,522.963,534.696,128016110.41666669,-0.009503922747411964,456.81666666666666,459.26013735784227,2885648081.389007,12.479452076567213,4.482620906072409,442.014952,1213.800048828125,35.86,108.72760772705078
2016-06-01,533.864,546.618,520.662,531.433,98355895.1388889,0.017344647817649106,459.6991,464.1269672057235,3013664191.8056736,16.412819733325478,6.868660671523023,448.73165488,1214.800048828125,48.19,141.11044311523438
2016-06-02,531.386,543.08,525.636,537.859,123569464.80836236,-0.006102533028113255,462.35743333333335,468.4692919021284,2915308296.666785,19.04718106288442,9.304364749795303,455.0453555872,1211.9000244140625,48.39,100.83919525146484
2016-06-03,536.92,540.352,533.078,538.017,70688274.30555555,0.012091834718581662,465.4661,472.9460472632814,3038877761.4751472,21.406692861679858,11.724830372172214,460.980234251968,1209.800048828125,44.41,94.64479064941406
2016-06-04,537.972,574.638,536.92,569.098,82483117.0138889,0.0002937572858314752,468.3894,477.1441732462955,3109566035.7807026,23.023966289662837,13.984657555670339,466.55902019684993,1240.0999755859375,54.72,144.19883728027344
2016-06-05,569.194,590.132,564.238,573.18,115192012.19512194,0.05776955003280548,472.4685666666667,483.0766781981474,3192049152.7945914,26.508075484924007,16.489341141521074,471.80307898503895,1240.0999755859375,130.56,56.81184768676758
2016-06-06,572.727,582.808,569.178,575.039,80019398.6111111,0.007172754077505061,476.6417333333333,488.8897957337509,3307241164.989713,29.261333965713504,19.04373970635956,480.02987266623586,1240.0999755859375,151.85,63.55046081542969
2016-06-07,574.977,586.47,574.602,585.485,70549452.08333333,0.003243309257126903,480.4852,494.4478089122186,3387260563.6008244,31.233279112021876,21.481647587492024,491.0400853996123,1244.5999755859375,136.57,101.40513610839844
2016-06-08,585.537,590.259,567.514,576.534,81460987.84722222,0.018165724411735695,484.7205666666667,500.32117607917223,3457810015.684158,33.25561472110087,23.836441014213793,500.94927685965104,1244.4000244140625,127.93,79.2243423461914
2016-06-09,576.597,582.839,573.13,581.799,91240129.61672474,-0.0152881798850526,488.6517,505.2381324611611,3376349027.8369355,33.74704444649217,25.81856170066947,509.8675491736859,1259.800048828125,46.41,76.72159576416016
2016-06-10,581.645,582.203,570.951,574.648,68398935.41666667,0.009132158727846118,492.69663333333335,510.1775432701185,3467589157.4536605,34.16748603252245,27.488346567040068,519.5145232728436,1270.199951171875,49.67,61.34384536743164
2016-06-11,574.63,579.127,573.325,577.568,60858311.458333336,-0.012291186475054006,496.83,514.3369275752722,3399190222.036994,33.5370686308936,28.69809097981078,528.0038604801024,1273.4000244140625,70.69,62.16614532470703
2016-06-12,577.47,607.116,577.47,607.116,57091339.72125436,0.005081371552672076,500.99336666666665,518.416351602674,3460048533.4953275,32.89389751986357,29.53725228782134,535.4744772224901,1273.4000244140625,71.81,44.436885833740234
2016-06-13,606.727,684.844,606.727,672.285,171200411.1111111,0.05115934400797828,506.0728,524.1389095637918,3517139873.216582,34.37223471185018,30.504248772627108,542.0486199557913,1273.4000244140625,64.97,16.358360290527344
2016-06-14,672.784,716.004,664.487,704.294,246848329.8611111,0.10734192477220161,513.2930666666667,533.6967218499988,3688340284.327693,40.33743638976716,32.47088629605512,551.1580531619805,1284.4000244140625,60.21,93.311767578125
2016-06-15,704.376,704.504,662.804,685.823,208854826.3888889,0.04761224778181883,521.5807,544.7029978596763,3935188614.188804,47.1047660646052,35.39766224976514,572.5478046560637,1285.5999755859375,83.69,108.35501861572266
2016-06-16,685.559,696.303,672.561,694.053,142133917.07317072,-0.026226263463837496,529.1862333333333,553.807514126794,3726333787.7999153,50.39652844728903,38.39743548926992,598.3699198179722,1285.800048828125,79.47,129.708984375
2016-06-17,694.469,773.722,694.469,766.15,197675551.56794423,0.012000180804668359,537.1779333333333,562.8556099895815,3868467704.873086,53.057749363097855,41.32949826403551,619.5440542507372,1296.0999755859375,109.07,78.98127746582031
2016-06-18,766.308,775.356,716.556,749.353,301337187.5,0.1038782340829878,547.5891666666666,575.9713770870278,4066143256.44103,60.28943242405239,45.12148509603889,636.9068444856046,1292.5,71.03,99.28677368164062
2016-06-19,748.909,777.99,733.929,756.483,278915933.7979094,-0.02192390524048815,557.4113,587.1572882427034,3764806068.94103,63.92829029318705,48.88284613546852,664.2698755884836,1292.5,91.09,70.89918518066406
2016-06-20,756.227,766.621,745.628,763.383,217495395.8333333,0.009514874832021736,567.9731333333333,598.0815277109161,4043722002.7389393,66.61949471723074,52.43017585182096,686.4871004707869,1292.5,54.65,103.74932098388672
2016-06-21,763.781,764.084,732.727,737.32,142460114.58333334,0.009121156721301205,578.6710333333334,608.7461388263409,4261217398.572273,68.51921904128506,55.647984489713785,704.7876803766295,1290.0,94.78,90.8284683227539
2016-06-22,737.226,737.226,639.07,665.9,226146555.55555555,-0.03414144669189645,588.4740333333334,617.0412266439964,4118757283.9889393,67.14766152832146,57.94791989743533,719.4281443013036,1270.5,137.6,116.31917572021484
2016-06-23,666.652,678.67,587.483,588.221,289819031.358885,-0.09686431942711449,596.0226333333334,620.1934055701903,3892610728.433384,59.610541977955904,58.28044431353945,777.99,1268.0,146.78,104.51173400878906
2016-06-24,596.116,629.327,558.139,623.863,277014288.1944444,-0.11665265054813034,600.8206666666666,618.1306697269522,3602791697.074499,46.82945353276409,55.99024615738438,775.2116,1261.199951171875,125.3,106.85701751708984
2016-06-25,623.977,681.727,623.977,666.945,254224284.7222222,0.06059287240679967,606.7482333333334,618.5004974865037,3879805985.268944,39.12534773060236,52.61726647202798,767.702456,1320.0,312.85,67.60342407226562
2016-06-26,665.299,691.731,646.559,665.34,152641073.1707317,0.06905682818182846,613.9951333333335,621.625949261568,4134030269.991166,36.08023523340319,49.30986022430302,755.1286486399999,1320.0,586.55,54.495826721191406
2016-06-27,665.123,665.98,616.934,630.061,105703175.69444443,-0.0024064952882172364,621.0606000000001,624.4462105995314,3981389196.8204346,33.155258373963306,46.07893985423509,743.3092697215999,1320.0,322.73,38.25135803222656
2016-06-28,629.367,650.318,620.524,649.135,117490354.16666669,-0.05302401779541288,626.2716333333334,624.808455076981,3875686021.12599,27.671492932818524,42.39745046995178,732.1990535383039,1322.5,254.28,109.86957550048828
2016-06-29,655.275,659.248,637.773,647.113,120406708.33333331,0.03027325925584967,630.2220333333333,626.3779095881436,3993176375.2926564,24.581323508185733,38.83422507759857,721.7554503260056,1315.300048828125,238.67,96.44184112548828
2016-06-30,644.122,644.682,628.284,639.743,144656940.7665505,-0.003114914463093088,634.2731333333334,627.7156573566505,3872769666.959323,21.718822409021186,35.41114454388309,711.9384633064453,1323.9000244140625,146.63,151.0141143798828
2016-07-01,639.89,675.403,636.608,674.039,130590156.25,-0.011389046426203753,637.7747,628.491614946544,3728112726.1927724,18.640693942051712,32.05705442351682,702.7104955080586,1318.4000244140625,96.08,134.22850036621094
2016-07-02,673.337,686.154,669.594,675.964,142518173.6111111,0.05360902737505513,642.5282333333333,631.4301559177347,3858702882.4427724,18.752488517023608,29.396141242218178,694.036205777575,1336.699951171875,108.22,112.06250762939453
2016-07-03,676.296,703.288,676.296,703.288,112441163.7630662,0.002855917832647714,647.1317333333334,634.3033071488487,4001221056.0538836,18.77993453995589,27.272899901765722,558.139,1336.699951171875,114.48,88.87377166748047
2016-07-04,703.702,704.968,649.009,657.342,120296991.31944443,0.04042227100851514,652.6407666666667,638.7539324940843,4113662219.81695,20.76711379393464,25.971742680199508,560.6993,1336.699951171875,148.63,102.71527862548828
2016-07-05,658.664,683.349,650.508,683.349,106906789.58333331,-0.06533027721218054,655.5822333333333,639.9531626557564,3993365228.497505,18.422150374186458,24.4618242189969,566.402848,1336.699951171875,84.51,42.83492660522461
2016-07-06,683.662,683.662,665.066,670.545,102702927.5261324,0.03956387998941202,659.2545333333334,642.7528940973204,4100272018.0808387,18.449621764706535,23.25938372813883,574.7167571199999,1356.4000244140625,89.02,98.27861785888672
2016-07-07,670.627,681.898,670.418,677.032,133312743.05555557,-0.018737131392597473,662.4380666666667,644.5459331878159,3997569090.554706,17.23949112463299,22.055405207437666,582.5318316927999,1364.9000244140625,185.04,107.6462173461914
2016-07-08,677.331,682.432,611.834,639.667,189236104.16666663,0.009674220223847785,665.4896333333332,646.6418084660213,4130881833.6102614,16.612403117457006,20.966804789441536,589.8780017912319,1360.0999755859375,117.71,141.4793243408203
2016-07-09,640.562,666.707,636.467,666.707,206150826.3888889,-0.055189414975953865,667.5940666666667,646.1918208230522,3941645729.443595,12.951095953801087,19.363663022313446,596.783401683758,1356.5999755859375,105.65,131.0286407470703
2016-07-10,666.523,666.523,633.399,650.911,154875142.85714287,0.04227199464721476,670.4243333333335,647.5153807699521,4147796555.832484,12.091996655166895,17.909329748884137,603.2744775827325,1356.5999755859375,124.74,109.11988067626953
2016-07-11,650.96,652.294,641.264,649.727,146663965.2777778,-0.023692566599720744,672.9664333333333,647.7344529783423,3992921412.975341,10.021032855323483,16.331670370172006,609.3760889277686,1356.5999755859375,209.0,121.48780822753906
2016-07-12,649.36,659.629,644.98,647.678,101209056.25,-0.001818989078383959,675.3717333333334,647.8630043990945,3846257447.697563,8.189832922621918,14.703302880661989,615.1116035921025,1355.0,93.07,90.2462387084961
2016-07-13,647.659,675.259,646.779,664.547,102330052.96167248,-0.003153632217839153,676.7238,647.851068631411,3745048391.447563,6.498347699877172,13.062311844505027,620.5029873765764,1334.0999755859375,113.92,114.82037353515625
2016-07-14,664.551,668.7,655.672,655.672,133493104.16666669,0.02604534969537342,676.4658666666667,648.9282254939006,3847378444.4092355,6.444729958981611,11.738795467400344,625.5708881339817,1342.4000244140625,58.42,57.69348907470703
2016-07-15,654.468,662.902,652.923,657.787,112133747.91666669,-0.013354962102003265,674.8451333333335,649.3633077201006,3713885340.242569,5.621300333391332,10.515296440598542,630.3347148459428,1331.300048828125,53.11,109.42415618896484
2016-07-16,658.078,667.077,658.078,663.848,76567592.0138889,0.0032256982149612146,673.9105999999999,649.9067717381586,3826019088.1592355,5.080820708402939,9.428401294159421,634.8127119551863,1326.5,34.4,91.61395263671875
2016-07-17,663.255,666.46,659.334,662.211,60582619.86062717,0.009214228922128198,672.9037666666667,650.8062058195677,3902586680.1731243,5.082965495567009,8.559314134440939,639.0220292378751,1326.5,88.55,237.53746032714844
2016-07-18,660.767,682.365,660.767,678.84,50767355.74912892,-0.0024659259348525087,669.4391333333333,651.5419989924989,3842004060.312497,4.896133457070846,7.826677998966921,642.9787874836027,1326.5,172.45,188.21408081054688
2016-07-19,679.459,681.555,668.625,673.396,68054469.09722222,0.02511133158464607,667.0887,653.3031603478215,3892771416.061626,6.02048860118839,7.465440119411215,646.6981402345865,1328.4000244140625,112.79,158.04234313964844
2016-07-20,673.106,673.277,667.632,672.914,62406973.17073171,-0.008019562783572076,664.3191333333333,654.599472583446,3824716946.9644036,6.398504869643034,7.252053069457579,650.1943318205114,1331.5,39.89,190.2488250732422
2016-07-21,672.864,672.929,663.36,665.816,73545020.1388889,-0.000715774967478211,661.3035,655.7810549974172,3762309973.793672,6.583303884875136,7.118303232541091,653.4807519112807,1318.800048828125,45.87,104.29373168945312
2016-07-22,665.685,666.219,660.415,665.115,82064992.0138889,-0.010548153255839465,658.9200333333333,656.4284708040354,3688764953.6547832,6.086843809802076,6.912011347993289,656.5699867966039,1330.5,37.63,146.57379150390625
2016-07-23,665.012,666.583,646.722,650.521,83447852.77777778,-0.0010528434282144339,658.8938666666668,656.9888920424847,3606699961.6408944,5.572593394177261,6.644127757230084,659.4738675888076,1323.0999755859375,59.24,150.14471435546875
2016-07-24,650.619,656.366,648.524,655.612,119153560.27874564,-0.02194207016831684,660.9705333333333,656.5716086849051,3523252108.8631167,3.9419915768736473,6.103700521158798,704.968,1323.0999755859375,40.99,77.7395248413086
2016-07-25,655.556,663.11,652.793,661.208,80340028.81944445,0.00782603482439459,662.0288333333333,656.5096984471693,3642405669.1418624,3.0256512177113564,5.48809066046931,703.8030799999999,1323.0999755859375,76.34,104.01782989501953
2016-07-26,661.285,661.828,653.395,653.95,99638478.47222222,0.008535536262301413,661.8376,656.8128146763842,3722745697.961307,2.7196449395333957,4.9344015162821275,702.6614583999999,1319.300048828125,78.34,100.5713119506836
2016-07-27,654.097,656.225,645.879,652.123,131822573.17073172,-0.010976878682653401,661.4579333333332,656.6281169553272,3623107219.4890847,1.8699175712796432,4.3215047272816305,701.5426692319999,1320.699951171875,56.4,81.79179382324219
2016-07-28,651.784,657.456,648.447,654.313,203730131.94444445,-0.0027937915742793917,662.1933333333333,656.337464248532,3491284646.318353,1.0371235640005807,3.664628494625421,700.4462558473599,1326.5999755859375,122.84,99.42936706542969
2016-07-29,654.352,657.595,654.352,655.114,110872273.2638889,0.003358262168333237,662.3659333333333,656.2068536518526,3695014778.262798,0.5475314094202304,3.041209077584383,698.2635656134655,1332.300048828125,76.37,90.89362335205078
2016-07-30,655.035,657.796,654.786,656.938,74597371.52777778,0.0012241847556140328,662.6326333333334,656.1363469646363,3805887051.5266867,0.2216055742427443,2.477288376916056,696.1681829889269,1349.0,78.16,107.76387023925781
2016-07-31,656.992,658.223,654.209,655.06,46836811.49825784,0.0027842482377111732,663.2058,656.188066515305,3880484423.0544643,0.10922942902686827,2.0036765873382185,694.1566156693698,1349.0,91.53,66.51741790771484
2016-08-01,655.047,655.285,624.365,625.039,72542631.81818181,-0.0028587172609897404,662.5731666666667,656.1152880304467,3833647611.5562067,-0.1298713050200604,1.5769670088665628,692.225511042595,1349.0,117.46,49.318626403808594
2016-08-02,624.681,626.119,605.884,605.969,110822137.63066202,-0.04582938967422823,660.8756666666666,654.1103662220307,3761104979.7380247,-2.7105585319226293,0.7194619007087245,690.3716506008913,1351.4000244140625,74.99,98.58832550048828
2016-08-03,606.272,612.848,531.334,543.942,196876222.9965157,-0.03051009616999889,657.6317,651.004471627061,3650282842.1073627,-6.22282848426039,-0.6689961762850983,686.4112515648378,1364.4000244140625,55.54,126.30240631103516
2016-08-04,547.465,573.36,541.547,566.426,324632854.1666667,-0.10236002171728265,653.8516999999999,644.0972153930571,3453406619.110847,-13.851714304647317,-3.305539801957542,679.9690714396507,1356.0999755859375,38.55,118.50753784179688
2016-08-05,566.355,579.496,565.777,578.275,160473680.55555555,0.04133528942424025,649.9542666666667,639.0861692386665,3778039473.2775135,-17.87731186415681,-6.219894214397396,665.1055642956857,1358.800048828125,42.64,154.44447326660156
2016-08-06,578.289,578.289,569.982,575.236,95773369.09722222,0.020918884373245517,646.8786,635.1628679974622,3938513153.833069,-19.882320643098296,-8.952379500137576,651.7284078661171,1336.4000244140625,89.43,93.311767578125
